,Actinomyces_odontolyticus_ATCC_17982,Alistipes_putredinis_DSM_17216,Anaerococcus_hydrogenalis_DSM_7454,Anaerofustis_stercorihominis_DSM_17244,Anaerostipes_caccae_DSM_14662,Anaerotruncus_colihominis_DSM_17241,Bacteroides_caccae_ATCC_43185,Bacteroides_cellulosilyticus_DSM_14838,Bacteroides_coprophilus_DSM_18228,Bacteroides_dorei_DSM_17855
703,,,,man1p[c],prbamp[c],23ccmp[c],3php[c],glycys[c],ps160[c],rib_D[c]
704,,,,8m3ononACP[c],prfp[c],3cmp[c],dann[c],cob[c],pe160[c],i17tca1[c]
705,,,,tmrs2eACP[c],3odcoa[c],copre8[c],xu5p_D[c],comSScob[c],epACPm[c],3mbutACP[c]
706,,,,trnaglu[c],pa141[c],8mtnon2eACP[c],cdpditdecg[c],pgp180[c],lipidAds[c],i14tcaglc[c]
707,,,,3ophb[c],1agpe140[c],4mpetz[c],acACP[c],tpalm2eACP[c],fa11[c],lipidA[c]
708,,,,fru[c],csn[c],10m3hddcaACP[c],CE5656[c],3opalmACP[c],thfglu[c],ala_D[c]
709,,,,ocdcea[c],adcobdam[c],tartr_L[c],2pg[c],pa160[c],dmbzid[c],lpro[c]
710,,,,1agpe181[c],cdpdihpdecg[c],3oddcoa[c],2shchc[c],2ombz[c],13dpg[c],prbamp[c]
711,,,,12dgr120[c],Naccitr_L[c],paps[c],15mtpalm2eACP[c],2ommb[c],h2s[c],prfp[c]
712,,,,uaGgla[c],d5kgp[c],dcaACP[c],rnatrans[c],12dgr181[c],1hdecg3p[c],pa141[c]
713,,,,metsox_S_L[c],2agpg141[c],aacoa[c],pgpai15[c],3dhsk[c],adsel[c],cdpdtdec7eg[c]
714,,,,pram[c],3php[c],3gmp[c],sucr[c],fru[c],3padsel[c],adcobdam[c]
715,,,,tagdp_D[c],2dmmql8[c],gthrd[c],gdpfuc[c],3h3mop[c],malttr[c],Naccitr_L[c]
716,,,,na1[c],xu5p_D[c],uaGgla[c],ivcoa[c],23dhmp[c],icolipa[c],3php[c]
717,,,,uaaAgla[c],cdpditdecg[c],rhcys[c],u3aga[c],glyasn[c],dnarep[c],dann[c]
718,,,,4mtpent2eACP[c],acACP[c],1agpe181[c],HC01652[c],rib_D[c],malthp[c],xu5p_D[c]
719,,,,dtbt[c],CE5656[c],10fthf5glu[c],HC01710[c],i17tca1[c],ru5p_L[c],cdpditdecg[c]
720,,,,gdptp[c],2pg[c],lgt_S[c],malthx[c],3mbutACP[c],xu5p_L[c],acACP[c]
721,,,,2agpg160[c],4mhetz[c],adprib[c],pai14[c],lipidA[c],clpni16[c],CE5656[c]
722,,,,sarcs[c],xylu_D[c],o2s[c],11m3oddcaACP[c],e3mmal[c],octeACP[c],2pg[c]
723,,,,12dgr161[c],pgp141[c],14m3hpalmACP[c],alaleu[c],psai15[c],23cump[c],2shchc[c]
724,,,,thymd[c],4hdxbutn[c],2mecdp[c],etha[c],apoC_Lys_btn[c],3ump[c],15mtpalm2eACP[c]
725,,,,10m3oddcaACP[c],rnatrans[c],13m3hmyrsACP[c],itp[c],ala_D[c],5odhf2a[c],rnatrans[c]
726,,,,lanost[c],2hdec9eg3p[c],aso3[c],cgly[c],lpro[c],dtdp4d6dm[c],sucr[c]
727,,,,Ssq23epx[c],pgpai15[c],cdpddg[c],tre[c],levanb[c],acgam1p[c],gdpfuc[c]
728,,,,pe140[c],2agpe181[c],2agpg181[c],g3pg[c],prbamp[c],4mhexACP[c],ivcoa[c]
729,,,,ichor[c],but2eACP[c],rbl_D[c],psi15[c],prfp[c],man6p[c],u3aga[c]
730,,,,pg181[c],ivcoa[c],glyc45tcaglc[c],gdpddman[c],pa141[c],man1p[c],HC01652[c]
731,,,,btamp[c],HC01652[c],tdec2eACP[c],ddca[c],adcobdam[c],8m3ononACP[c],HC01710[c]
732,,,,2hymeph[c],HC01710[c],udpacgal[c],2me4p[c],cdpdihpdecg[c],malcoam[c],malthx[c]
733,,,,hx2coa[c],malthx[c],fa3[c],peai15[c],peptmetox_L[c],thymd[c],11m3oddcaACP[c]
734,,,,pai16[c],pai14[c],odecoa[c],33hmeoxobut[c],Naccitr_L[c],tmrs2eACP[c],alaleu[c]
735,,,,ncam[c],urate[c],adsel[c],5mthf[c],3php[c],trnaglu[c],etha[c]
736,,,,damp[c],11m3oddcaACP[c],3padsel[c],uaaGgla[c],dann[c],ichor[c],itp[c]
737,,,,dann[c],alaleu[c],gggagicolipa[c],glu1sa[c],xu5p_D[c],h2[c],cgly[c]
738,,,,adocbip[c],etha[c],clpni16[c],btn_co2[c],cdpditdecg[c],fru[c],g3pg[c]
739,,,,5mtr[c],itp[c],pre3a[c],dmlz[c],acACP[c],12dgr120[c],gdpddman[c]
740,,,,pmtcoa[c],psi15[c],5hxudidzcba[c],galt1p[c],CE5656[c],uaGgla[c],adocbi[c]
741,,,,uama[c],adocbi[c],ncam[c],1hdec9eg3p[c],2pg[c],3hpACPm[c],ddca[c]
742,,,,skm5p[c],1aihpdecg3p[c],pendp[c],maltttr[c],15mtpalm2eACP[c],pram[c],2me4p[c]
743,,,,adn[c],2me4p[c],gdptp[c],1p3h5c[c],rnatrans[c],tagdp_D[c],psai15[c]
744,,,,12dipdglyc[c],mal_L[c],4m3opentACP[c],ps160[c],pgpai15[c],na1[c],peai15[c]
745,,,,chol[c],peai15[c],but[c],pe160[c],sucr[c],mi1p_D[c],33hmeoxobut[c]
746,,,,5forthf[c],33hmeoxobut[c],lipa[c],epACPm[c],gdpfuc[c],23cgmp[c],5mthf[c]
747,,,,23ddhb[c],myrstca1[c],malthp[c],lipidAds[c],ivcoa[c],dtbt[c],urcan[c]
748,,,,uamag[c],pgp161[c],3hadpcoa[c],fa11[c],u3aga[c],1aihpdecg3p[c],uaaGgla[c]
749,,,,2odecg3p[c],5mthf[c],2agpe120[c],thfglu[c],HC01652[c],3ig3p[c],glu1sa[c]
750,,,,2agpe180[c],fmnh2[c],pgp181[c],13dpg[c],HC01710[c],gdptp[c],dmlz[c]
751,,,,15dap[c],pre8[c],xu5p_L[c],h2s[c],malthx[c],25dhpp[c],galt1p[c]
752,,,,hdeACP[c],uaaGgla[c],2tdec7eg3p[c],myrstcaglc[c],11m3oddcaACP[c],12dgr161[c],1hdec9eg3p[c]
753,,,,7mocACP[c],1agpg161[c],2mp2coa[c],1hdecg3p[c],alaleu[c],10m3oddcaACP[c],maltttr[c]
754,,,,pgpi14[c],fecrm[c],mi4p_D[c],adsel[c],etha[c],i16tcaacgam[c],1p3h5c[c]
755,,,,pap[c],glu1sa[c],23dhdp[c],3padsel[c],itp[c],pe140[c],ps160[c]
756,,,,11mddcaACP[c],10mddcaACP[c],ascb6p[c],malttr[c],cgly[c],pmtcoa[c],pe160[c]
757,,,,aact[c],2odec11eg3p[c],met_D[c],icolipa[c],g3pg[c],10mtundec2eACP[c],epACPm[c]
758,,,,agm[c],btn_co2[c],rdmbzi[c],dnarep[c],psi15[c],btamp[c],lipidAds[c]
759,,,,1aipdecg3p[c],dmlz[c],lipidX[c],2mmale[c],gdpddman[c],prodslfd[c],fa11[c]
760,,,,14mtpentdec2eACP[c],maltttr[c],alac_S[c],malthp[c],adocbi[c],kdolipid4[c],thfglu[c]
761,,,,succoa[c],ps160[c],12dipdglyc[c],xu5p_L[c],ddca[c],N1aspmd[c],dmbzid[c]
762,,,,9mtdec2eACP[c],pe160[c],pa181[c],clpni16[c],2me4p[c],pai16[c],13dpg[c]
763,,,,adocbi[c],fa11[c],uaaGgtla[c],octeACP[c],peai15[c],damp[c],h2s[c]
764,,,,focytC[c],thfglu[c],4per[c],23cump[c],33hmeoxobut[c],5mtr[c],myrstcaglc[c]
765,,,,dmphqno[c],dmbzid[c],23cump[c],3ump[c],5mthf[c],uama[c],1hdecg3p[c]
766,,,,alaasp[c],56dthm[c],2mb2coa[c],dtdp4d6dm[c],fmnh2[c],6hmhpt[c],adsel[c]
767,,,,23dhmb[c],aso3[c],glcn[c],acgam1p[c],urcan[c],skm5p[c],3padsel[c]
768,,,,uGgla[c],13dpg[c],2tdecg3p[c],4mhexACP[c],uaaGgla[c],12dipdglyc[c],malttr[c]
769,,,,1agpe161[c],h2s[c],acgam1p[c],man6p[c],glu1sa[c],uamag[c],icolipa[c]
770,,,,uagmda[c],tdec2eACP[c],2agpe140[c],man1p[c],btn_co2[c],23camp[c],dnarep[c]
771,,,,3dhq[c],malttr[c],1agpg140[c],8m3ononACP[c],dmlz[c],fcl_L[c],malthp[c]
772,,,,e4hglu[c],dnarep[c],2odecg3p[c],malcoam[c],1hdec9eg3p[c],anth[c],xu5p_L[c]
773,,,,4h2oglt[c],pendp[c],hexdp[c],thymd[c],maltttr[c],udpacgal[c],clpni16[c]
774,,,,chor[c],malthp[c],1ddecg3p[c],tmrs2eACP[c],ps160[c],5apru[c],octeACP[c]
775,,,,man[c],3aib_D[c],gdpmann[c],trnaglu[c],pe160[c],pg180[c],23cump[c]
776,,,,12dgr141[c],3hadpcoa[c],6mtoct2eACP[c],ichor[c],epACPm[c],pap[c],3ump[c]
777,,,,11mtddec2eACP[c],ru5p_L[c],hmbil[c],h2[c],lipidAds[c],1odec11eg3p[c],5odhf2a[c]
778,,,,1agpg160[c],xu5p_L[c],tmrs2eACP[c],adcobdam[c],fa11[c],11mddcaACP[c],dtdp4d6dm[c]
779,,,,arbt6p[c],prl45tca[c],2agpg120[c],uaGgla[c],thfglu[c],aact[c],acgam1p[c]
780,,,,8mtnon2eACP[c],clpni16[c],mthgxl[c],3hpACPm[c],dmbzid[c],adprib[c],4mhexACP[c]
781,,,,acgam6p[c],2tdec7eg3p[c],23camp[c],pram[c],56dthm[c],8mtnon2eACP[c],man6p[c]
782,,,,cd2[c],2tdecg3p[c],3amp[c],na1[c],13dpg[c],1aipdecg3p[c],man1p[c]
783,,,,dhptd[c],5odhf2a[c],13mmyrsACP[c],uaaAgla[c],h2s[c],12dihdglyc[c],lald_L[c]
784,,,,no3[c],dtdp4d6dm[c],dcacoa[c],mi1p_D[c],1hdecg3p[c],1ihpdecg3p[c],8m3ononACP[c]
785,,,,1agpg140[c],acgam1p[c],drib[c],23cgmp[c],adsel[c],clpn180[c],malcoam[c]
786,,,,dd2coa[c],2agpe140[c],6m3oocACP[c],dtbt[c],3padsel[c],2ahhmp[c],thymd[c]
787,,,,10mtundec2eACP[c],lald_L[c],hexACP[c],1aihpdecg3p[c],icolipa[c],clpni17[c],tmrs2eACP[c]
788,,,,1agpg180[c],8m3ononACP[c],h2[c],3ig3p[c],dnarep[c],pe141[c],trnaglu[c]
789,,,,suchms[c],dha[c],seln[c],gdptp[c],2mmale[c],alaasp[c],ichor[c]
790,,,,hdd2coa[c],tmrs2eACP[c],prl45tcaglc[c],25dhpp[c],malthp[c],23dhmb[c],h2[c]
791,,,,g6p_B[c],trnaglu[c],2pglyc[c],10m3oddcaACP[c],xu5p_L[c],9mtdec2eACP[c],fru[c]
792,,,,g1p_B[c],man6p[c],btamp[c],tre6p[c],clpni16[c],udcpp[c],12dgr120[c]
793,,,,2pglyc[c],1agpe181[c],msa[c],pe140[c],octeACP[c],uGgla[c],uaGgla[c]
794,,,,4mthex2eACP[c],uaGgla[c],clpnai15[c],pmtcoa[c],23cump[c],mi3p_D[c],3hpACPm[c]
795,,,,dc2coa[c],metsox_S_L[c],2agpe161[c],10mtundec2eACP[c],3ump[c],uagmda[c],pram[c]
796,,,,clpni15[c],pram[c],5fthf[c],pg181[c],5odhf2a[c],3dhq[c],cdpdhdecg[c]
797,,,,pg161[c],uaaAgla[c],co1dam[c],btamp[c],dtdp4d6dm[c],e4hglu[c],tagdp_D[c]
798,,,,12mttritec2eACP[c],4mtpent2eACP[c],3ig3p[c],prodslfd[c],acgam1p[c],psi16[c],uaaAgla[c]
799,,,,pe120[c],palmtca1[c],metsox_S_L[c],2hymeph[c],4mhexACP[c],agm[c],mi1p_D[c]
800,,,,pyam5p[c],3ig3p[c],pg181[c],kdolipid4[c],man6p[c],dtdp4d6dg[c],23cgmp[c]
801,,,,pgp140[c],gdptp[c],thymd[c],N1aspmd[c],man1p[c],u3hga[c],dtbt[c]
802,,,,glutrna[c],2agpg160[c],ppbng[c],pai16[c],8m3ononACP[c],man[c],1aihpdecg3p[c]
803,,,,adprib[c],25dhpp[c],3dhgulnp[c],ncam[c],malcoam[c],12dgr141[c],3ig3p[c]
804,,,,oc2coa[c],sarcs[c],6mthept2eACP[c],damp[c],thymd[c],pmACPm[c],gdptp[c]
805,,,,mthgxl[c],10m3oddcaACP[c],inost[c],5mtr[c],tmrs2eACP[c],nmn[c],25dhpp[c]
806,,,,oxadpcoa[c],xyl_D[c],cro4[c],uama[c],trnaglu[c],peai17[c],12dgr161[c]
807,,,,,pre6a[c],2obut[c],fuc_L[c],h2[c],hepdp[c],10m3oddcaACP[c]
808,,,,,cbl1[c],thex2eACP[c],rbl_D[c],12dgr120[c],hdeACP[c],tre6p[c]
809,,,,,pe140[c],1agpe160[c],6hmhpt[c],uaGgla[c],indole[c],cdpdihpdecg[c]
810,,,,,ichor[c],thym[c],skm5p[c],3hpACPm[c],suc6p[c],pre6a[c]
811,,,,,pmtcoa[c],2ahbut[c],uamag[c],pram[c],kdo2lipid4L[c],i16tcaacgam[c]
812,,,,,btamp[c],dhptd[c],23camp[c],ade[c],mi4p_D[c],pe140[c]
813,,,,,2hymeph[c],56dura[c],fcl_L[c],na1[c],paps[c],pmtcoa[c]
814,,,,,hx2coa[c],tagdp_D[c],anth[c],uaaAgla[c],tag6p_D[c],10mtundec2eACP[c]
815,,,,,pai16[c],prl45tca[c],prl45tcaglc[c],mi1p_D[c],pmcoa[c],cdpdaipdecg[c]
816,,,,,dtbt[c],focytC[c],5apru[c],23cgmp[c],3amp[c],btamp[c]
817,,,,,ncam[c],23cgmp[c],pgpi14[c],dtbt[c],co1dam[c],prodslfd[c]
818,,,,,damp[c],4mtpent2eACP[c],pg180[c],1aihpdecg3p[c],pei15[c],kdolipid4[c]
819,,,,,sucr[c],udpgalfur[c],pap[c],3ig3p[c],dhptd[c],N1aspmd[c]
820,,,,,5mtr[c],L2aadp6sa[c],galam6p[c],gdptp[c],pe181[c],pai16[c]
821,,,,,uppg3[c],14mpalmACP[c],1odec11eg3p[c],25dhpp[c],suchms[c],ncam[c]
822,,,,,uama[c],pap[c],11mddcaACP[c],12dgr161[c],csn[c],damp[c]
823,,,,,6hmhpt[c],3ohexACP[c],aact[c],mphze[c],g1p_B[c],5mtr[c]
824,,,,,skm5p[c],pg141[c],8mtnon2eACP[c],cdpglyc[c],1odecg3p[c],uama[c]
825,,,,,adocbl[c],metsox_R_L[c],1aipdecg3p[c],10m3oddcaACP[c],2pglyc[c],rbl_D[c]
826,,,,,co1dam[c],pre6a[c],1ihpdecg3p[c],pre6a[c],ggagicolipa[c],6hmhpt[c]
827,,,,,23ddhb[c],pgpi15[c],clpn180[c],i16tcaacgam[c],gggagicolipa[c],skm5p[c]
828,,,,,uamag[c],10mtundec2eACP[c],adocbi[c],pe140[c],fuc_L[c],12dipdglyc[c]
829,,,,,i14tca1[c],l2a6o[c],2ahhmp[c],tre[c],3gmp[c],co1dam[c]
830,,,,,2odecg3p[c],3hmp[c],clpni17[c],pmtcoa[c],clpni15[c],uamag[c]
831,,,,,2agpe180[c],pre6b[c],pe141[c],10mtundec2eACP[c],pe120[c],23camp[c]
832,,,,,focytC[c],btn[c],alaasp[c],pg181[c],psi14[c],anth[c]
833,,,,,15dap[c],tddec2eACP[c],23dhmb[c],btamp[c],pyam5p[c],udpacgal[c]
834,,,,,hdeACP[c],clpn180[c],9mtdec2eACP[c],prodslfd[c],glutrna[c],prl45tcaglc[c]
835,,,,,thglu[c],oxadpcoa[c],uGgla[c],2hymeph[c],thrp[c],5apru[c]
836,,,,,anth[c],uppg3[c],pai17[c],kdolipid4[c],4mthex2eACP[c],tre[c]
837,,,,,udpacgal[c],gcald[c],glutrna[c],N1aspmd[c],11mtddec2eACP[c],pg180[c]
838,,,,,5apru[c],7mocACP[c],mi3p_D[c],pai16[c],mthgxl[c],pap[c]
839,,,,,7mocACP[c],cala[c],uagmda[c],ncam[c],udpgalfur[c],1odec11eg3p[c]
840,,,,,pgpi14[c],12mtmrs2eACP[c],3dhq[c],damp[c],,11mddcaACP[c]
841,,,,,pg180[c],14mtpalm2eACP[c],pyam5p[c],uppg3[c],,aact[c]
842,,,,,pap[c],ara5p[c],e4hglu[c],uama[c],,8mtnon2eACP[c]
843,,,,,11mddcaACP[c],15dap[c],psi16[c],fuc_L[c],,1aipdecg3p[c]
844,,,,,aact[c],butACP[c],agm[c],rbl_D[c],,12dihdglyc[c]
845,,,,,5dglcn[c],15mtpalm2eACP[c],dtdp4d6dg[c],6hmhpt[c],,1ihpdecg3p[c]
846,,,,,1aipdecg3p[c],thp2c[c],u3hga[c],skm5p[c],,clpn180[c]
847,,,,,14mtpentdec2eACP[c],5mthex2eACP[c],fol[c],12dipdglyc[c],,focytC[c]
848,,,,,selnp[c],lac_D[c],man[c],co1dam[c],,2ahhmp[c]
849,,,,,clpn180[c],acmam[c],pmACPm[c],uamag[c],,clpni17[c]
850,,,,,2ahhmp[c],13mtmrs2eACP[c],nmn[c],pre4[c],,ps141[c]
851,,,,,clpni17[c],5mdru1p[c],peai17[c],23camp[c],,pe141[c]
852,,,,,pe141[c],14mtpentdec2eACP[c],hdeACP[c],fcl_L[c],,alaasp[c]
853,,,,,4mhexACP[c],12mttritec2eACP[c],udcpp[c],anth[c],,23dhmb[c]
854,,,,,23dhmb[c],10mtddec2eACP[c],indole[c],5apru[c],,9mtdec2eACP[c]
855,,,,,5mthglu[c],,suc6p[c],pgpi14[c],,udcpp[c]
856,,,,,9mtdec2eACP[c],,cdpddg[c],pg180[c],,uGgla[c]
857,,,,,uGgla[c],,cd2[c],pap[c],,pai17[c]
858,,,,,pai17[c],,kdo2lipid4L[c],galam6p[c],,glutrna[c]
859,,,,,glutrna[c],,mi4p_D[c],1odec11eg3p[c],,mi3p_D[c]
860,,,,,1agpe161[c],,paps[c],11mddcaACP[c],,cdpdodecg[c]
861,,,,,uagmda[c],,tag6p_D[c],aact[c],,uagmda[c]
862,,,,,3dhq[c],,palmtcaglc[c],8mtnon2eACP[c],,3dhq[c]
863,,,,,e4hglu[c],,pmcoa[c],1aipdecg3p[c],,pyam5p[c]
864,,,,,psi16[c],,3amp[c],12dihdglyc[c],,e4hglu[c]
865,,,,,agm[c],,co1dam[c],1ihpdecg3p[c],,agm[c]
866,,,,,dtdp4d6dg[c],,pei15[c],clpn180[c],,dtdp4d6dg[c]
867,,,,,fol[c],,1tdecg3p[c],2ahhmp[c],,u3hga[c]
868,,,,,man[c],,i17tcaglc[c],clpni17[c],,man[c]
869,,,,,1agpg160[c],,pe181[c],pe141[c],,12dgr141[c]
870,,,,,pgp160[c],,g1p_B[c],alaasp[c],,pmACPm[c]
871,,,,,peai17[c],,1odecg3p[c],23dhmb[c],,nmn[c]
872,,,,,indole[c],,2pglyc[c],9mtdec2eACP[c],,peai17[c]
873,,,,,8mtnon2eACP[c],,ggagicolipa[c],udcpp[c],,hdeACP[c]
874,,,,,np2msucccoa[c],,gggagicolipa[c],uGgla[c],,indole[c]
875,,,,,cd2[c],,3gmp[c],pai17[c],,ps181[c]
876,,,,,pgp120[c],,clpni15[c],glutrna[c],,suc6p[c]
877,,,,,dhpmp[c],,pg161[c],mi3p_D[c],,cdpddg[c]
878,,,,,pei15[c],,pe120[c],uagmda[c],,cd2[c]
879,,,,,thymd[c],,36dahx[c],3dhq[c],,kdo2lipid4L[c]
880,,,,,dhptd[c],,psi14[c],pyam5p[c],,mi4p_D[c]
881,,,,,msa[c],,pgp140[c],e4hglu[c],,paps[c]
882,,,,,1agpg140[c],,4mthex2eACP[c],psi16[c],,tag6p_D[c]
883,,,,,dd2coa[c],,11mtddec2eACP[c],agm[c],,palmtcaglc[c]
884,,,,,10mtundec2eACP[c],,adprib[c],dtdp4d6dg[c],,ps161[c]
885,,,,,pe181[c],,udpgalfur[c],u3hga[c],,pmcoa[c]
886,,,,,1agpg180[c],,urcan[c],fol[c],,3amp[c]
887,,,,,suchms[c],,,man[c],,pei15[c]
888,,,,,3ophb[c],,,12dgr141[c],,dhptd[c]
889,,,,,hdd2coa[c],,,pmACPm[c],,1tdecg3p[c]
890,,,,,g1p_B[c],,,nmn[c],,i17tcaglc[c]
891,,,,,2pglyc[c],,,peai17[c],,pe181[c]
892,,,,,chols[c],,,hdeACP[c],,suchms[c]
893,,,,,13mtmrs2eACP[c],,,suc6p[c],,g1p_B[c]
894,,,,,dc2coa[c],,,kdo2lipid4L[c],,1odecg3p[c]
895,,,,,clpni15[c],,,mi4p_D[c],,2pglyc[c]
896,,,,,12mttritec2eACP[c],,,g15lac[c],,psi16[c]
897,,,,,pe120[c],,,paps[c],,ggagicolipa[c]
898,,,,,psi14[c],,,tag6p_D[c],,gggagicolipa[c]
899,,,,,pyam5p[c],,,pmcoa[c],,fuc_L[c]
900,,,,,thrp[c],,,3amp[c],,fcl_L[c]
901,,,,,4mthex2eACP[c],,,pei15[c],,3gmp[c]
902,,,,,11mtddec2eACP[c],,,1tdecg3p[c],,clpni15[c]
903,,,,,pppg9[c],,,pe181[c],,pe120[c]
904,,,,,adprib[c],,,suchms[c],,36dahx[c]
905,,,,,oc2coa[c],,,1odecg3p[c],,cdpdodec11eg[c]
906,,,,,pgp140[c],,,2pglyc[c],,psi14[c]
907,,,,,salc[c],,,ggagicolipa[c],,ps180[c]
908,,,,,udpgalfur[c],,,gggagicolipa[c],,thrp[c]
909,,,,,oxadpcoa[c],,,prl45tcaala[c],,4mthex2eACP[c]
910,,,,,15mtpalm2eACP[c],,,4abut[c],,11mtddec2eACP[c]
911,,,,,,,,3gmp[c],,adprib[c]
912,,,,,,,,clpni15[c],,psi15[c]
913,,,,,,,,pg161[c],,udpgalfur[c]
914,,,,,,,,pe120[c],,
915,,,,,,,,36dahx[c],,
916,,,,,,,,psi14[c],,
917,,,,,,,,pgp140[c],,
918,,,,,,,,thrp[c],,
919,,,,,,,,4mthex2eACP[c],,
920,,,,,,,,11mtddec2eACP[c],,
921,,,,,,,,udpgalfur[c],,
